step,fast_slow_gap,fast_wins,gap_evidence,state_action_pseudo_count,state_action_familiarity_weight,familiarity_ready,familiarity_warmup_remaining,block_completed,block_valid,block_evidence,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,adaptation_active,adaptation_remaining,predictor_lr,active_slow_ema,initial_warmup_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
54199,0.23824787,1,0.00000000,437,1.00000000,1,0,1,1,0.00143569,0.99322160,99.32215973,0.00060362,0.01709963,-0.01649602,0,0,0,0,0,1,0,1,1299,0.00020000,0.99000000,0,-10.36861515,-10.60686302,12.32827568,12.46586227,0.06843078,0.06481425,9.43382931
54200,-0.39059925,0,0.00000000,54,0.99548342,1,0,0,0,nan,nan,nan,0.00060362,0.01709963,-0.01649602,0,0,0,0,0,1,0,1,1298,0.00020000,0.99000000,0,-13.52331448,-13.13271523,10.34049320,10.22126961,0.08477291,0.07939509,14.43044968
54299,-1.58724594,0,0.00000000,164,0.99999992,1,0,1,1,0.00007869,0.99954349,99.95434897,0.00049863,0.01692943,-0.01643079,0,0,0,0,0,1,0,1,1199,0.00020000,0.99000000,0,-10.64580917,-9.05856323,11.83222008,11.94855881,0.07817455,0.07157093,11.40963141
54300,-1.42226601,0,0.00000000,263,1.00000000,1,0,0,0,nan,nan,nan,0.00049863,0.01692943,-0.01643079,0,0,0,0,0,1,0,1,1198,0.00020000,0.99000000,0,-10.19962692,-8.77736092,15.80487728,15.91968441,0.06640776,0.06469741,11.82293447
54399,-0.12055588,0,0.00000000,111,0.99998489,1,0,1,1,0.00000000,0.99573521,99.57352053,0.00039891,0.01676013,-0.01636123,0,0,0,0,0,1,0,1,1099,0.00020000,0.99000000,0,-10.42462921,-10.30407333,10.99293900,11.06139088,0.09522989,0.09628537,10.73468367
54400,-0.35285950,0,0.00000000,452,1.00000000,1,0,0,0,nan,nan,nan,0.00039891,0.01676013,-0.01636123,0,0,0,0,0,1,0,1,1098,0.00020000,0.99000000,0,-10.82071686,-10.46785736,12.84125900,13.47280884,0.10468045,0.10730231,11.60604890
54499,-0.34033203,0,0.00000000,509,1.00000000,1,0,1,1,0.00000000,0.99628683,99.62868265,0.00031912,0.01659253,-0.01627341,0,0,0,0,0,1,0,1,999,0.00020000,0.99000000,0,-8.05360794,-7.71327591,8.35350227,9.07437801,0.04564861,0.04348896,8.44498706
54500,-0.02313805,0,0.00000000,213,1.00000000,1,0,0,0,nan,nan,nan,0.00031912,0.01659253,-0.01627341,0,0,0,0,0,1,0,1,998,0.00020000,0.99000000,0,-6.70844555,-6.68530750,9.79889297,10.27295494,0.02645143,0.03013885,7.03225501
54599,1.04637432,1,0.00000000,39,0.97975809,1,0,1,1,0.00000000,0.99804586,99.80458600,0.00025530,0.01642660,-0.01617130,0,0,0,0,0,1,0,1,899,0.00020000,0.99000000,0,-5.56871223,-6.61508656,10.08804703,10.60114670,0.08475495,0.07183482,3.78554010
54600,0.28326130,1,0.00000000,102,0.99996283,1,0,0,0,nan,nan,nan,0.00025530,0.01642660,-0.01617130,0,0,0,0,0,1,0,1,898,0.00020000,0.99000000,0,-9.90708256,-10.19034386,13.37070084,13.96458817,0.05028884,0.04202690,10.49896073
54699,-0.67013884,0,0.00000000,205,1.00000000,1,0,1,1,0.00000000,0.99345595,99.34559524,0.00020424,0.01626234,-0.01605810,0,0,0,0,0,1,0,1,799,0.00020000,0.99000000,0,-7.23180580,-6.56166697,9.25572586,9.42173862,0.02575260,0.02635995,7.80273279
54700,0.25091553,1,0.00000000,550,1.00000000,1,0,0,0,nan,nan,nan,0.00020424,0.01626234,-0.01605810,0,0,0,0,0,1,0,1,798,0.00020000,0.99000000,0,-5.32563591,-5.57655144,10.07264709,10.58678150,0.06925791,0.06724579,nan
54799,-0.19515419,0,0.00000000,210,1.00000000,1,0,1,1,0.00000000,0.99984106,99.98410601,0.00016339,0.01609971,-0.01593632,0,0,0,0,0,1,0,1,699,0.00020000,0.99000000,0,-8.72386932,-8.52871513,11.02235508,11.45602894,0.06602629,0.05304451,9.29579997
54800,-2.00376081,0,0.00000000,240,1.00000000,1,0,0,0,nan,nan,nan,0.00016339,0.01609971,-0.01593632,0,0,0,0,0,1,0,1,698,0.00020000,0.99000000,0,-6.79898119,-4.79522038,8.00016785,8.97707939,0.08090709,0.07954332,7.65843086
54899,-0.98495865,0,0.00000000,537,1.00000000,1,0,1,1,0.00054637,0.99951815,99.95181547,0.00023999,0.01594418,-0.01570419,0,0,0,0,0,1,0,1,599,0.00020000,0.99000000,0,-5.33910513,-4.35414648,8.24035645,8.33803844,0.06773648,0.06893472,5.57966852
54900,-0.20052576,0,0.00000000,703,1.00000000,1,0,0,0,nan,nan,nan,0.00023999,0.01594418,-0.01570419,0,0,0,0,0,1,0,1,598,0.00020000,0.99000000,0,-6.97321367,-6.77268791,10.90324306,10.59148979,0.05187546,0.04769230,7.27649822
54999,-0.95485497,0,0.00000000,400,1.00000000,1,0,1,1,0.00000000,0.99229989,99.22998949,0.00019199,0.01578474,-0.01559275,0,0,0,0,0,1,0,1,499,0.00020000,0.99000000,0,-11.32759857,-10.37274361,8.10479546,8.19694328,0.04437579,0.03909685,18.75080872
55000,0.22195816,1,0.00000000,361,1.00000000,1,0,0,0,nan,nan,nan,0.00019199,0.01578474,-0.01559275,0,0,0,0,0,1,0,1,498,0.00020000,0.99000000,0,-48.62851334,-48.85047150,1.36854887,1.36918974,0.01089757,0.01062303,49.75070953
55099,38.00202942,1,1.00000000,102,0.99996283,1,0,1,1,0.66120944,0.97968185,97.96818517,0.13239548,0.02223899,0.11015649,0,0,0,0,0,1,0,1,399,0.00020000,0.99000000,0,-17.53797340,-55.54000092,20.19022560,42.10537338,0.06195492,0.09276964,21.69648933
55100,13.07095146,1,1.00000000,69,0.99899221,1,0,0,0,nan,nan,nan,0.13239548,0.02223899,0.11015649,0,0,0,0,0,1,0,1,398,0.00020000,0.99000000,0,-21.18973732,-34.26068878,18.64935112,41.66853333,0.18948817,0.17319222,47.18301725
55199,16.72020340,1,1.00000000,517,1.00000000,1,0,1,1,0.76351250,0.96324376,96.32437638,0.25861888,0.02965172,0.22896716,0,0,0,0,0,1,0,1,299,0.00020000,0.99000000,0,-32.15920258,-48.87940598,14.55484009,25.03701019,0.06722123,0.04809742,36.33318710
55200,-1.79638863,0,0.00000000,3,0.25918178,1,0,0,0,nan,nan,nan,0.25861888,0.02965172,0.22896716,0,0,0,0,0,1,0,1,298,0.00020000,0.99000000,0,-21.93716431,-20.14077568,24.41274071,38.78269958,0.19457300,0.22168009,28.00842047
55299,-1.41150093,0,0.00000000,189,0.99999999,1,0,1,1,0.14902294,0.94492891,94.49289070,0.23669969,0.03084543,0.20585426,0,0,0,0,0,1,0,1,199,0.00020000,0.99000000,0,-23.13247108,-21.72097015,10.20372581,12.84081650,0.10741524,0.10609524,22.58289846
55300,-0.28360367,0,0.00000000,34,0.96662673,1,0,0,0,nan,nan,nan,0.23669969,0.03084543,0.20585426,0,0,0,0,0,1,0,1,198,0.00020000,0.99000000,0,-18.77631760,-18.49271393,17.96431160,22.06280518,0.10079541,0.10312803,20.09167862
55399,0.49157047,1,0.00000000,164,0.99999992,1,0,1,1,0.00164660,0.97713319,97.71331867,0.18968908,0.03055345,0.15913563,0,0,0,0,0,1,0,1,99,0.00020000,0.99000000,0,-12.58342361,-13.07499409,10.01619148,10.79520416,0.05021523,0.05225740,12.53153038
55400,0.10281181,1,0.00000000,553,1.00000000,1,0,0,0,nan,nan,nan,0.18968908,0.03055345,0.15913563,0,0,0,0,0,1,0,1,98,0.00020000,0.99000000,0,-11.66790581,-11.77071762,10.78118896,11.82486820,0.05001120,0.05529587,11.82613850
55499,-0.22276497,0,0.00000000,223,1.00000000,1,0,1,1,0.00000000,0.97950602,97.95060205,0.15175126,0.03024791,0.12150335,0,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.84508324,-20.62231827,10.14999771,10.77136612,0.08190306,0.08219826,21.37826157
55500,0.73039627,1,0.00000000,107,0.99997746,1,0,0,0,nan,nan,nan,0.15175126,0.03024791,0.12150335,0,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.80371857,-16.53411484,9.77367783,10.43600273,0.11981935,0.12329207,16.77716875
55599,0.28483391,1,0.00000000,384,1.00000000,1,0,1,1,0.00050638,0.99108609,99.10860945,0.12150228,0.02995050,0.09155179,0,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.51922703,-15.80406094,11.96434498,12.18418312,0.05556222,0.06640214,17.03632784
55600,-1.20091057,0,0.00000000,82,0.99972535,1,0,0,0,nan,nan,nan,0.12150228,0.02995050,0.09155179,0,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.31501007,-19.11409950,13.45506573,13.28395748,0.06813817,0.07553965,20.77673101
55699,0.56848907,1,0.00000000,65,0.99849656,1,0,1,1,0.00012177,0.98248522,98.24852216,0.09722618,0.02965221,0.06757397,0,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-16.92280960,-17.49129868,13.57660770,13.32328606,0.06012764,0.05516292,16.56768799
55700,0.92260838,1,0.00000000,68,0.99888622,1,0,0,0,nan,nan,nan,0.09722618,0.02965221,0.06757397,0,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-14.89023209,-15.81284046,11.24110794,10.91246891,0.05268245,0.05339650,16.25556779
55799,0.84045792,1,0.00000000,568,1.00000000,1,0,1,1,0.00000000,0.99096044,99.09604353,0.07778095,0.02935569,0.04842526,0,0,0,0,1,1,0,0,0,0.00010000,0.99900000,0,-18.46651459,-19.30697250,13.87436771,13.14023972,0.03758719,0.04791677,nan
55800,0.42599487,1,0.00000000,366,1.00000000,1,0,0,0,nan,nan,nan,0.07778095,0.02935569,0.04842526,0,0,0,0,1,1,0,0,0,0.00010000,0.99900000,0,-16.44596672,-16.87196159,15.13352108,14.44636345,0.11702280,0.14817697,16.40747356
55899,-0.57071877,0,0.00000000,531,1.00000000,1,0,1,1,0.00226625,0.98900942,98.90094245,0.06267801,0.02908479,0.03359321,0,0,0,0,2,1,0,0,0,0.00010000,0.99900000,0,-16.89203072,-16.32131195,12.57463455,11.44527340,0.08500053,0.10448624,17.55693588
55900,-0.77149010,0,0.00000000,461,1.00000000,1,0,0,0,nan,nan,nan,0.06267801,0.02908479,0.03359321,0,0,0,0,2,1,0,0,0,0.00010000,0.99900000,0,-16.90292740,-16.13143730,13.47197628,12.41485023,0.04307248,0.06212728,nan
55999,1.07705879,1,0.00000000,117,0.99999171,1,0,1,1,0.05175570,0.96758244,96.75824361,0.06049355,0.02931150,0.03118204,0,0,0,0,3,1,0,0,0,0.00010000,0.99900000,0,-14.23258018,-15.30963898,29.28501129,27.68146515,0.03855853,0.04230835,17.13149881
56000,0.03523636,1,0.00000000,313,1.00000000,1,0,0,0,nan,nan,nan,0.06049355,0.02931150,0.03118204,0,0,0,0,3,1,0,0,0,0.00010000,0.99900000,0,-58.68953705,-58.72477341,1.47160959,1.46693766,0.01472037,0.01527513,59.07967377
56099,2.40212631,1,0.05026579,427,1.00000000,1,0,1,1,0.03601137,0.99512697,99.51269668,0.05559711,0.02937850,0.02621861,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.92819595,-23.33032227,3.90493989,3.16395688,0.04345496,0.04463748,21.36203957
56100,3.05603981,1,0.13200498,289,1.00000000,1,0,0,0,nan,nan,nan,0.05559711,0.02937850,0.02621861,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-23.19484520,-26.25088501,5.72013092,4.62848139,0.04016574,0.03946738,23.09355164
56199,5.56807137,1,0.44600892,65,0.99849656,1,0,1,1,0.24784418,0.99211578,99.21157838,0.09404652,0.03156316,0.06248337,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-23.46801949,-29.03609085,6.67122126,4.59030199,0.08679114,0.10191759,23.86808904
56200,4.16799545,1,0.27099943,464,1.00000000,1,0,0,0,nan,nan,nan,0.09404652,0.03156316,0.06248337,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-21.14606476,-25.31406021,6.68979025,4.50854445,0.06549600,0.08641019,21.50011953
56299,7.29408455,1,0.66176057,267,1.00000000,1,0,1,1,0.52401681,0.99759072,99.75907154,0.18004058,0.03648769,0.14355289,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-21.86359215,-29.15767670,8.34459877,4.79071760,0.05841182,0.05217446,21.97362900
56300,4.55433464,1,0.31929183,209,1.00000000,1,0,0,0,nan,nan,nan,0.18004058,0.03648769,0.14355289,1,0,0,0,0,1,0,0,0,0.00010000,0.99900000,0,-20.12678146,-24.68111610,8.63658905,4.62038326,0.07238397,0.08612307,22.08186722
56399,4.15988731,1,0.26998591,169,0.99999995,1,0,1,1,0.45763616,0.99686482,99.68648170,0.23555970,0.04069918,0.19486052,1,0,1,0,0,1,0,0,0,0.00010000,0.99900000,0,-18.49795151,-22.65783882,12.67332649,6.64441633,0.06640421,0.07297153,17.34012222
56400,10.87907982,1,1.00000000,188,0.99999999,1,0,0,0,nan,nan,nan,0.23555970,0.04069918,0.19486052,1,0,1,0,0,1,0,0,0,0.00010000,0.99900000,0,-23.45708275,-34.33616257,6.59620762,3.71249509,0.02691670,0.03138603,23.68646812
56499,2.18067646,1,0.02258456,188,0.99999999,1,0,1,1,0.42339109,0.99889682,99.88968200,0.27312598,0.04452610,0.22859988,1,0,2,0,0,1,0,0,0,0.00010000,0.99900000,0,-15.16004467,-17.34072113,9.39901543,4.74289513,0.04468033,0.05701168,14.49449476
56500,3.35969353,1,0.16996169,520,1.00000000,1,0,0,0,nan,nan,nan,0.27312598,0.04452610,0.22859988,1,0,2,0,0,1,0,0,0,0.00010000,0.99900000,0,-14.70408821,-18.06378174,11.49274826,6.36235142,0.05757891,0.04144274,14.98608494
56599,5.65155411,1,0.45644426,40,0.98168436,1,0,1,1,0.62904435,0.98595730,98.59573046,0.34430965,0.05037128,0.29393837,0,1,0,0,0,1,0,1,4999,0.00020000,0.99000000,0,-18.47996902,-24.13152313,11.65410709,5.50284481,0.08297288,0.07638302,18.27572950
56600,7.29275894,1,0.66159487,124,0.99999588,1,0,0,0,nan,nan,nan,0.34430965,0.05037128,0.29393837,0,0,0,0,0,1,0,1,4998,0.00020000,0.99000000,0,-20.69020081,-27.98295975,14.00669861,6.79900217,0.10742754,0.08848974,20.13347149
56699,2.95313931,1,0.11914241,293,1.00000000,1,0,1,1,0.34312707,0.99231460,99.23146040,0.34407313,0.05329884,0.29077430,0,0,0,0,0,1,0,1,4899,0.00020000,0.99000000,0,-13.11619282,-16.06933212,9.28098965,6.73892021,0.06262476,0.04593039,11.49661875
56700,3.49339485,1,0.18667436,146,0.99999954,1,0,0,0,nan,nan,nan,0.34407313,0.05329884,0.29077430,0,0,0,0,0,1,0,1,4898,0.00020000,0.99000000,0,-18.88611412,-22.37950897,8.36809444,6.10597134,0.07240996,0.06123088,20.35189819
56799,0.27285004,1,0.00000000,155,0.99999981,1,0,1,1,0.05904044,0.99586566,99.58656554,0.28706660,0.05335625,0.23371034,0,0,0,0,0,1,0,1,4799,0.00020000,0.99000000,0,-21.42498398,-21.69783401,10.22700691,8.61405659,0.13589759,0.11975843,21.78126478
56800,1.62401390,1,0.00000000,156,0.99999983,1,0,0,0,nan,nan,nan,0.28706660,0.05335625,0.23371034,0,0,0,0,0,1,0,1,4798,0.00020000,0.99000000,0,-14.77188301,-16.39589691,13.91349792,11.76076603,0.07883559,0.06565399,14.73442211
56899,1.74578667,1,0.00000000,157,0.99999985,1,0,1,1,0.00115527,0.99925774,99.92577363,0.22988433,0.05283424,0.17705009,0,0,0,0,0,1,0,1,4699,0.00020000,0.99000000,0,-12.08824539,-13.83403206,9.17286777,8.68574047,0.06161402,0.06088199,12.23126841
56900,1.39989281,1,0.00000000,424,1.00000000,1,0,0,0,nan,nan,nan,0.22988433,0.05283424,0.17705009,0,0,0,0,0,1,0,1,4698,0.00020000,0.99000000,0,-10.82571220,-12.22560501,12.02802658,11.47525024,0.09623338,0.08961266,10.49896336
56999,0.67888641,1,0.00000000,244,1.00000000,1,0,1,1,0.00000000,0.99961497,99.96149716,0.18390746,0.05230590,0.13160156,0,0,0,0,0,1,0,1,4599,0.00020000,0.99000000,0,-12.64953613,-13.32842255,13.77619839,13.32399750,0.10616413,0.09623121,13.51642291
57000,0.45881653,1,0.00000000,217,1.00000000,1,0,0,0,nan,nan,nan,0.18390746,0.05230590,0.13160156,0,0,0,0,0,1,0,1,4598,0.00020000,0.99000000,0,-40.09601974,-40.55483627,1.50143003,1.51496351,0.01741708,0.01635576,41.25039196
57099,1.68110275,1,0.00000000,466,1.00000000,1,0,1,1,0.01001896,0.99717691,99.71769099,0.14912976,0.05188303,0.09724673,0,0,0,0,0,1,0,1,4499,0.00020000,0.99000000,0,-20.50953102,-22.19063377,3.91015625,3.59130645,0.03969811,0.03912051,20.68345356
57100,0.47895050,1,0.00000000,170,0.99999996,1,0,0,0,nan,nan,nan,0.14912976,0.05188303,0.09724673,0,0,0,0,0,1,0,1,4498,0.00020000,0.99000000,0,-14.92720413,-15.40615463,6.21270132,5.41970062,0.04836494,0.04474463,15.07100010
57199,1.82908726,1,0.00000000,398,1.00000000,1,0,1,1,0.00684428,0.99739951,99.73995098,0.12067267,0.05143264,0.06924002,0,0,0,0,0,1,0,1,4399,0.00020000,0.99000000,0,-10.58454800,-12.41363525,15.43244743,15.00900459,0.13538732,0.12908860,9.10450649
57200,0.85899734,1,0.00000000,279,1.00000000,1,0,0,0,nan,nan,nan,0.12067267,0.05143264,0.06924002,0,0,0,0,0,1,0,1,4398,0.00020000,0.99000000,0,-9.20650291,-10.06550026,11.06392765,11.37547970,0.05606221,0.06235512,9.06876583
57299,0.04908371,1,0.00000000,158,0.99999986,1,0,1,1,0.00298084,0.99788973,99.78897284,0.09713430,0.05094813,0.04618618,0,0,0,0,0,1,0,1,4299,0.00020000,0.99000000,0,-13.24896049,-13.29804420,22.98147202,24.67137909,0.21051843,0.20869480,17.12587547
57300,-0.22383881,0,0.00000000,111,0.99998489,1,0,0,0,nan,nan,nan,0.09713430,0.05094813,0.04618618,0,0,0,0,0,1,0,1,4298,0.00020000,0.99000000,0,-9.69130516,-9.46746635,11.97443676,12.40641403,0.08415709,0.07939515,9.03315735
57399,-0.12506485,0,0.00000000,339,1.00000000,1,0,1,1,0.00000000,0.99980360,99.98036027,0.07770744,0.05043864,0.02726880,0,0,0,0,0,1,0,1,4199,0.00020000,0.99000000,0,-13.25842476,-13.13335991,10.33809853,10.92499924,0.04774954,0.05124490,14.27615674
57400,0.80904007,1,0.00000000,88,0.99984927,1,0,0,0,nan,nan,nan,0.07770744,0.05043864,0.02726880,0,0,0,0,0,1,0,1,4198,0.00020000,0.99000000,0,-8.83791542,-9.64695549,12.97821236,13.16763115,0.10232231,0.10445556,11.64206092
57499,0.55130863,1,0.00000000,573,1.00000000,1,0,1,1,0.00000000,0.99862808,99.86280782,0.06216595,0.04993426,0.01223169,0,0,0,0,0,1,0,1,4099,0.00020000,0.99000000,0,-8.89323139,-9.44454002,7.40297508,7.53350830,0.02491332,0.02940481,8.91701984
57500,-0.17040539,0,0.00000000,445,1.00000000,1,0,0,0,nan,nan,nan,0.06216595,0.04993426,0.01223169,0,0,0,0,0,1,0,1,4098,0.00020000,0.99000000,0,-10.72420120,-10.55379581,8.78846073,9.06883240,0.06018789,0.06302825,11.15826774
57599,1.14104652,1,0.00000000,468,1.00000000,1,0,1,1,0.00000000,0.99888963,99.88896257,0.04973276,0.04943492,0.00029785,0,0,0,0,0,1,0,1,3999,0.00020000,0.99000000,0,-25.15065002,-26.29169655,16.67535782,17.03463745,0.16482311,0.17359273,29.72638035
57600,-0.63708687,0,0.00000000,47,0.99090472,1,0,0,0,nan,nan,nan,0.04973276,0.04943492,0.00029785,0,0,0,0,0,1,0,1,3998,0.00020000,0.99000000,0,-12.53692627,-11.89983940,11.81928349,12.50504398,0.09254120,0.08862752,17.46070027
57699,-1.67404270,0,0.00000000,184,0.99999999,1,0,1,1,0.00000000,0.99987603,99.98760286,0.03978621,0.04894057,-0.00915436,0,0,0,0,0,1,0,1,3899,0.00020000,0.99000000,0,-7.03054619,-5.35650349,8.82346439,9.07124424,0.09493553,0.07157079,9.40354128
57700,0.71180916,1,0.00000000,509,1.00000000,1,0,0,0,nan,nan,nan,0.03978621,0.04894057,-0.00915436,0,0,0,0,0,1,0,1,3898,0.00020000,0.99000000,0,-6.78414631,-7.49595547,10.40152073,10.34699154,0.10083728,0.09492090,7.47166157
57799,0.25335407,1,0.00000000,53,0.99500841,1,0,1,1,0.00000000,0.99973805,99.97380490,0.03182897,0.04845116,-0.01662219,0,0,0,0,0,1,0,1,3799,0.00020000,0.99000000,0,-7.58910370,-7.84245777,8.97980595,9.16611099,0.03473042,0.03323602,7.10745358
57800,-0.71542072,0,0.00000000,311,1.00000000,1,0,0,0,nan,nan,nan,0.03182897,0.04845116,-0.01662219,0,0,0,0,0,1,0,1,3798,0.00020000,0.99000000,0,-10.17579651,-9.46037579,16.96557617,16.69469643,0.17141216,0.17397124,11.02727731
57899,-1.17174864,0,0.00000000,163,0.99999992,1,0,1,1,0.00000000,0.99981711,99.98171073,0.02546317,0.04796665,-0.02250348,0,0,0,0,0,1,0,1,3699,0.00020000,0.99000000,0,-7.85484600,-6.68309736,13.85435295,14.05079460,0.09138540,0.08052906,11.96325191
57900,-0.96735001,0,0.00000000,608,1.00000000,1,0,0,0,nan,nan,nan,0.02546317,0.04796665,-0.02250348,0,0,0,0,0,1,0,1,3698,0.00020000,0.99000000,0,-10.60551453,-9.63816452,11.52981186,12.04346371,0.14339894,0.15466720,12.50646067
57999,-1.01292610,0,0.00000000,181,0.99999999,1,0,1,1,0.00618515,0.99969449,99.96944857,0.02160757,0.04754883,-0.02594127,0,0,0,0,0,1,0,1,3599,0.00020000,0.99000000,0,-14.17843246,-13.16550636,17.06825829,16.54742622,0.16056646,0.14073342,16.26371129
58000,0.63560486,1,0.00000000,507,1.00000000,1,0,0,0,nan,nan,nan,0.02160757,0.04754883,-0.02594127,0,0,0,0,0,1,0,1,3598,0.00020000,0.99000000,0,-40.72343063,-41.35903549,1.97498488,1.94165039,0.03081095,0.02714479,41.31910896
58099,3.07794189,1,0.13474274,51,0.99390325,1,0,1,1,0.07556558,0.96176079,96.17607889,0.03239917,0.04782900,-0.01542983,0,0,0,0,0,1,0,1,3499,0.00020000,0.99000000,0,-24.78235626,-27.86029816,5.07926702,3.81619692,0.07635956,0.08088439,27.46807098
58100,0.76039600,1,0.00000000,49,0.99255342,1,0,0,0,nan,nan,nan,0.03239917,0.04782900,-0.01542983,0,0,0,0,0,1,0,1,3498,0.00020000,0.99000000,0,-13.44654560,-14.20694160,8.14227486,5.90243006,0.08668421,0.07756862,14.15468407
58199,0.40133572,1,0.00000000,111,0.99998489,1,0,1,1,0.05290764,0.94733376,94.73337639,0.03650086,0.04787979,-0.01137892,0,0,0,0,0,1,0,1,3399,0.00020000,0.99000000,0,-10.34416962,-10.74550533,13.55944633,11.44694996,0.06847768,0.07140278,10.92557621
58200,-1.23077106,0,0.00000000,216,1.00000000,1,0,0,0,nan,nan,nan,0.03650086,0.04787979,-0.01137892,0,0,0,0,0,1,0,1,3398,0.00020000,0.99000000,0,-11.99870968,-10.76793861,15.02134514,12.52009296,0.12852468,0.12937424,13.13067468
58299,-0.34333229,0,0.00000000,87,0.99983341,1,0,1,1,0.00000000,0.99969346,99.96934584,0.02920069,0.04740099,-0.01820030,0,0,0,0,0,1,0,1,3299,0.00020000,0.99000000,0,-11.98420811,-11.64087582,21.32592392,22.93550682,0.14221458,0.15112706,14.17107296
58300,-0.56601620,0,0.00000000,442,1.00000000,1,0,0,0,nan,nan,nan,0.02920069,0.04740099,-0.01820030,0,0,0,0,0,1,0,1,3298,0.00020000,0.99000000,0,-9.21761703,-8.65160084,14.25420952,15.75778389,0.06653486,0.06241736,9.62546790
58399,0.14706326,1,0.00000000,72,0.99925341,1,0,1,1,0.00000000,0.99681724,99.68172428,0.02336055,0.04692698,-0.02356643,0,0,0,0,0,1,0,1,3199,0.00020000,0.99000000,0,-10.42442989,-10.57149315,26.08919525,28.52400398,0.14223947,0.14191800,11.06162167
58400,0.21887970,1,0.00000000,235,1.00000000,1,0,0,0,nan,nan,nan,0.02336055,0.04692698,-0.02356643,0,0,0,0,0,1,0,1,3198,0.00020000,0.99000000,0,-6.10308170,-6.32196140,13.00810051,14.78027725,0.11513540,0.10255294,10.57280731
58499,-0.55340672,0,0.00000000,262,1.00000000,1,0,1,1,0.00029457,0.99964945,99.96494460,0.01874736,0.04646066,-0.02771330,0,0,0,0,0,1,0,1,3099,0.00020000,0.99000000,0,-8.56207752,-8.00867081,9.95440197,11.19065189,0.09502315,0.09304573,11.03841877
58500,-0.82122040,0,0.00000000,353,1.00000000,1,0,0,0,nan,nan,nan,0.01874736,0.04646066,-0.02771330,0,0,0,0,0,1,0,1,3098,0.00020000,0.99000000,0,-7.77310371,-6.95188332,12.36756897,13.92112350,0.11314295,0.11870848,7.75906610
58599,-0.04764366,0,0.00000000,125,0.99999627,1,0,1,1,0.00000000,0.99509125,99.50912548,0.01499789,0.04599605,-0.03099816,0,0,0,0,0,1,0,1,2999,0.00020000,0.99000000,0,-18.75476456,-18.70712090,10.15465355,10.08204842,0.05285685,0.04875051,19.54030991
58600,-0.86133957,0,0.00000000,198,1.00000000,1,0,0,0,nan,nan,nan,0.01499789,0.04599605,-0.03099816,0,0,0,0,0,1,0,1,2998,0.00020000,0.99000000,0,-8.42949390,-7.56815434,14.46987915,14.73844051,0.10789949,0.11256787,10.36189938
58699,-1.24295998,0,0.00000000,149,0.99999966,1,0,1,1,0.00000000,0.99827716,99.82771606,0.01199831,0.04553609,-0.03353778,0,0,0,0,0,1,0,1,2899,0.00020000,0.99000000,0,-6.08380032,-4.84084034,8.27031422,10.04033756,0.08585314,0.07528807,9.49818802
58700,-0.27822971,0,0.00000000,752,1.00000000,1,0,0,0,nan,nan,nan,0.01199831,0.04553609,-0.03353778,0,0,0,0,0,1,0,1,2898,0.00020000,0.99000000,0,-9.46611881,-9.18788910,9.64896011,10.33065701,0.07859346,0.08704626,9.38710594
58799,-0.23020363,0,0.00000000,416,1.00000000,1,0,1,1,0.00000000,0.99939834,99.93983400,0.00959865,0.04508073,-0.03548208,0,0,0,0,0,1,0,1,2799,0.00020000,0.99000000,0,-9.49056816,-9.26036453,10.82014084,11.62591934,0.07360032,0.08072218,9.63535690
58800,-1.48362732,0,0.00000000,226,1.00000000,1,0,0,0,nan,nan,nan,0.00959865,0.04508073,-0.03548208,0,0,0,0,0,1,0,1,2798,0.00020000,0.99000000,0,-9.06888199,-7.58525467,8.65101528,9.27222633,0.07193890,0.04236535,9.81139215
58899,-0.30783081,0,0.00000000,205,1.00000000,1,0,1,1,0.00000000,0.99399104,99.39910393,0.00767892,0.04462992,-0.03695100,0,0,0,0,0,1,0,1,2699,0.00020000,0.99000000,0,-14.90385914,-14.59602833,13.79827118,14.91891003,0.16118501,0.15826975,28.09894498
58900,-0.89454699,0,0.00000000,150,0.99999969,1,0,0,0,nan,nan,nan,0.00767892,0.04462992,-0.03695100,0,0,0,0,0,1,0,1,2698,0.00020000,0.99000000,0,-4.58120108,-3.68665409,10.37896538,10.57753372,0.07179970,0.06922489,5.18425560
