step,fast_slow_gap,fast_wins,bernoulli_llr,cusum_W,detector_active,regime_change,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,initial_warmup_remaining,post_change_warmup_remaining,predictor_nll
52600,-0.67449188,0,-0.51082562,11.70619092,1,0,-9.84008026,-9.16558838,9.16120529,9.90364265,0.03544206,0.03713511,0,0,10.84376526
52700,0.47364855,1,0.33647224,19.93447877,1,0,-6.95834875,-7.43199730,8.86426544,9.39075184,0.03879289,0.03187875,0,0,7.71622109
52800,1.70710325,1,0.33647224,36.63574522,1,0,-5.84898424,-7.55608749,9.10588455,10.04017067,0.03108275,0.03188840,0,0,6.61559284
52900,0.76568985,1,0.33647224,44.86403307,1,0,-8.43921566,-9.20490551,10.31091785,10.98610592,0.02529192,0.02150654,0,0,8.79015319
53000,-1.27229691,0,-0.51082562,53.93961878,1,0,-37.96257401,-36.69027710,1.38919592,1.42200601,0.01538609,0.01412611,0,0,38.39392376
53100,0.27516222,1,0.33647224,50.30573659,1,0,-6.23046827,-6.50563049,10.65155411,10.38303089,0.03664181,0.02568341,0,0,6.43221927
53200,0.54011440,1,0.33647224,47.51915225,1,0,-4.63677883,-5.17689323,7.17291927,7.05573893,0.03849110,0.03320527,0,0,5.79483938
53300,-0.10461855,0,-0.51082562,45.57986578,1,0,-6.60010672,-6.49548817,12.90382957,12.11595631,0.06566279,0.05537704,0,0,5.93541892
53400,-1.27676010,0,-0.51082562,40.25138786,1,0,-7.33996868,-6.06320858,9.43163490,8.94181919,0.04504080,0.04974087,0,0,9.01983261
53500,0.23147106,1,0.33647224,40.85399497,1,0,-8.71351242,-8.94498348,11.77342224,10.74296188,0.05230197,0.04866495,0,0,9.01448472
53600,0.73410320,1,0.33647224,40.60930422,1,0,-7.42040157,-8.15450478,10.77377510,10.95312119,0.07571629,0.08175049,0,0,11.52461300
53700,-0.97599602,0,-0.51082562,32.73893272,1,0,-13.07756805,-12.10157204,11.86056709,11.87158680,0.07453564,0.07306127,0,0,17.55987430
53800,1.62966061,1,0.33647224,24.02126336,1,0,-10.61711597,-12.24677658,17.53030586,15.45466805,0.07607856,0.07422417,0,0,16.42222246
53900,0.79507256,1,0.33647224,17.84548759,1,0,-10.30009079,-11.09516335,12.39957333,11.10739708,0.07521138,0.07450590,0,0,12.32839584
54000,2.06081390,1,0.33647224,6.58592465,1,0,-53.04854584,-55.10935974,1.43141270,1.39319026,0.01542496,0.01309569,0,0,52.82279968
54100,0.92321014,1,0.33647224,1.25744673,1,0,-10.26592922,-11.18913937,13.35226059,10.71089649,0.06053306,0.05793957,0,0,10.84947472
54200,0.11657906,1,0.33647224,1.00941671,1,0,-13.21203899,-13.32861805,10.70112610,8.85807228,0.07700905,0.06574454,0,0,14.05614109
54300,-1.55235863,0,-0.51082562,0.00000000,1,0,-8.47295475,-6.92059612,16.82843399,13.87793255,0.06900006,0.06536838,0,0,9.16246096
54400,0.59659863,1,0.33647224,1.00941671,1,0,-10.90312481,-11.49972343,13.75217533,11.67662239,0.11014715,0.10564259,0,0,12.44060898
54500,-0.60273933,0,-0.51082562,0.00000000,1,0,-6.40885830,-5.80611897,10.24667740,9.19693375,0.03415804,0.03164214,0,0,6.64944235
54600,-0.15934563,0,-0.51082562,0.00000000,1,0,-10.15291882,-9.99357319,14.41202641,13.68667221,0.05525196,0.04211686,0,0,10.62880611
54700,1.37396479,1,0.33647224,1.17153556,1,0,-5.82479811,-7.19876289,11.48740005,11.47057819,0.05619262,0.05049440,0,0,nan
54800,0.44448566,1,0.33647224,4.31603625,1,0,-5.76903343,-6.21351910,9.69809151,10.30139828,0.07145505,0.06439517,0,0,6.23475304
54900,-0.43046093,0,-0.51082562,0.16211885,1,0,-7.49263000,-7.06216908,12.44839096,12.99325180,0.04076758,0.03496380,0,0,8.16391287
55000,0.72755432,1,0.33647224,1.49577326,1,0,-50.89785004,-51.62540436,1.34826612,1.35188973,0.00969517,0.00878211,0,0,52.19768143
55100,152.55114746,1,0.33647224,26.20813084,1,0,-20.35985947,-172.91101074,35.46027374,47.08201599,0.14849389,0.13128954,0,0,199.77050877
55200,69.66845703,1,0.33647224,59.85535451,1,0,-17.37040520,-87.03886414,41.09517288,49.82813644,0.24299434,0.29292923,0,0,41.45050526
55300,145.65730286,1,0.33647224,93.50257817,1,0,-19.79830742,-165.45561218,26.76451874,48.70954895,0.10569578,0.11410595,0,0,30.80716181
55400,0.00000000,0,0.00000000,0.00000000,0,0,-8.95921040,-8.95921040,13.88074398,13.88074398,0.09205702,0.09205702,0,920,8.30402970
55500,0.00000000,0,0.00000000,0.00000000,0,0,-14.95602131,-14.95602131,11.30313110,11.30313110,0.11538030,0.11538030,0,820,16.69389725
55600,0.00000000,0,0.00000000,0.00000000,0,0,-19.36718941,-19.36718941,14.45595646,14.45595646,0.07853886,0.07853886,0,720,20.67322731
55700,0.00000000,0,0.00000000,0.00000000,0,0,-14.64806652,-14.64806652,11.64281178,11.64281178,0.06356725,0.06356725,0,620,19.02450609
55800,0.00000000,0,0.00000000,0.00000000,0,0,-16.87342453,-16.87342453,14.92858505,14.92858505,0.12922576,0.12922576,0,520,18.40229797
55900,0.00000000,0,0.00000000,0.00000000,0,0,-15.95735073,-15.95735073,13.94365692,13.94365692,0.04116579,0.04116579,0,420,nan
56000,0.00000000,0,0.00000000,0.00000000,0,0,-64.38581848,-64.38581848,1.36245275,1.36245275,0.01401661,0.01401661,0,320,64.76833216
56100,0.00000000,0,0.00000000,0.00000000,0,0,-23.12339592,-23.12339592,5.79694796,5.79694796,0.03801653,0.03801653,0,220,22.88314501
56200,0.00000000,0,0.00000000,0.00000000,0,0,-20.03773499,-20.03773499,6.96136713,6.96136713,0.07955411,0.07955411,0,120,20.45345370
56300,0.00000000,0,0.00000000,0.00000000,0,0,-19.70815086,-19.70815086,8.48650265,8.48650265,0.07491292,0.07491292,0,20,21.75061035
56400,1.05952644,1,0.33647224,26.58130669,1,0,-24.11096764,-25.17049408,6.31315708,5.94140959,0.03226903,0.03349400,0,0,24.41705227
56500,1.04098797,1,0.33647224,60.22853036,1,0,-14.62187099,-15.66285896,12.03475285,10.94707870,0.05340688,0.04688488,0,0,14.88337088
56600,1.66186333,1,0.33647224,93.87575402,1,0,-21.05205536,-22.71391869,13.76540947,10.76430416,0.09442132,0.09398684,0,0,20.80716038
56700,0.00000000,0,0.00000000,0.00000000,0,0,-19.93790245,-19.93790245,8.57424545,8.57424545,0.06520466,0.06520466,0,919,20.31527901
56800,0.00000000,0,0.00000000,0.00000000,0,0,-17.04174805,-17.04174805,13.70930958,13.70930958,0.06763099,0.06763099,0,819,17.18059998
56900,0.00000000,0,0.00000000,0.00000000,0,0,-13.84911537,-13.84911537,13.08266830,13.08266830,0.07701368,0.07701368,0,719,13.68628693
57000,0.00000000,0,0.00000000,0.00000000,0,0,-43.51592255,-43.51592255,1.49545169,1.49545169,0.01374577,0.01374577,0,619,44.94376659
57100,0.00000000,0,0.00000000,0.00000000,0,0,-17.26411819,-17.26411819,5.25250530,5.25250530,0.03876267,0.03876267,0,519,17.02889633
57200,0.00000000,0,0.00000000,0.00000000,0,0,-12.48526478,-12.48526478,12.81809139,12.81809139,0.06254091,0.06254091,0,419,12.40093842
57300,0.00000000,0,0.00000000,0.00000000,0,0,-12.63418484,-12.63418484,11.71678829,11.71678829,0.08442523,0.08442523,0,319,11.83645630
57400,0.00000000,0,0.00000000,0.00000000,0,0,-12.69902611,-12.69902611,14.18290234,14.18290234,0.09306744,0.09306744,0,219,12.64487457
57500,0.00000000,0,0.00000000,0.00000000,0,0,-13.67775249,-13.67775249,10.02223682,10.02223682,0.06440965,0.06440965,0,119,13.71480441
57600,0.00000000,0,0.00000000,0.00000000,0,0,-13.54067421,-13.54067421,14.73375416,14.73375416,0.09294672,0.09294672,0,19,13.73439789
57700,0.63811874,1,0.33647224,20.13939605,1,0,-11.30608940,-11.94420815,13.21582603,13.03648376,0.08799560,0.08482222,0,0,11.81086381
57800,0.98956776,1,0.33647224,52.93932185,1,0,-12.96607113,-13.95563889,22.03322411,21.30930519,0.16059382,0.15534502,0,0,13.35157522
57900,1.95556927,1,0.33647224,85.73924765,1,0,-11.19519520,-13.15076447,15.44704819,15.42416382,0.12994204,0.12419437,0,0,10.79363132
58000,0.00000000,0,0.00000000,0.00000000,0,0,-49.66174316,-49.66174316,1.78150725,1.78150725,0.01434462,0.01434462,0,948,50.37070656
58100,0.00000000,0,0.00000000,0.00000000,0,0,-14.89606667,-14.89606667,7.65879631,7.65879631,0.07263795,0.07263795,0,848,15.38809443
58200,0.00000000,0,0.00000000,0.00000000,0,0,-13.37230778,-13.37230778,14.93697453,14.93697453,0.09005347,0.09005347,0,748,14.64804490
58300,0.00000000,0,0.00000000,0.00000000,0,0,-9.67972374,-9.67972374,18.46699333,18.46699333,0.06171481,0.06171481,0,648,10.04059935
58400,0.00000000,0,0.00000000,0.00000000,0,0,-7.79213953,-7.79213953,17.46750259,17.46750259,0.08653998,0.08653998,0,548,9.89376068
58500,0.00000000,0,0.00000000,0.00000000,0,0,-8.69935226,-8.69935226,16.76380157,16.76380157,0.09604205,0.09604205,0,448,9.02093244
58600,0.00000000,0,0.00000000,0.00000000,0,0,-10.05616951,-10.05616951,22.00431061,22.00431061,0.09208185,0.09208185,0,348,12.30028653
58700,0.00000000,0,0.00000000,0.00000000,0,0,-11.68493938,-11.68493938,12.66843319,12.66843319,0.07356070,0.07356070,0,248,11.71499681
58800,0.00000000,0,0.00000000,0.00000000,0,0,-9.74586201,-9.74586201,11.42549324,11.42549324,0.06011131,0.06011131,0,148,10.08147812
58900,0.00000000,0,0.00000000,0.00000000,0,0,-5.35897827,-5.35897827,16.01725388,16.01725388,0.05500276,0.05500276,0,48,8.65931511
59000,-0.15590668,0,-0.51082562,0.00000000,1,0,-42.18334198,-42.02743530,1.59340656,1.59831023,0.01533308,0.01549032,0,0,42.62164307
59100,0.23322010,1,0.33647224,0.33647224,1,0,-15.19548893,-15.42870903,13.98217392,13.52134895,0.05079587,0.05156625,0,0,15.25560570
59200,-0.24586964,0,-0.51082562,0.00000000,1,0,-15.20593262,-14.96006298,16.26239967,16.12329292,0.09213224,0.09544867,0,0,19.25662994
59300,0.78856659,1,0.33647224,2.25742936,1,0,-10.38996124,-11.17852783,13.57903004,13.48670578,0.05517192,0.05405776,0,0,11.35564518
59400,0.31028366,1,0.33647224,2.65507428,1,0,-15.64123726,-15.95152092,21.08891106,21.11988831,0.14758760,0.13994119,0,0,15.77800337
59500,-0.81297302,0,-0.51082562,1.63342303,1,0,-12.08414650,-11.27117348,20.57007599,21.60225677,0.09537130,0.09048837,0,0,12.65550308
59600,-0.70478916,0,-0.51082562,2.48072089,1,0,-8.56608391,-7.86129475,9.39636040,9.98290825,0.03159883,0.02412369,0,0,9.20106010
59700,1.12911320,1,0.33647224,5.62522158,1,0,-8.25743008,-9.38654327,11.31435299,12.51180458,0.16593343,0.12185556,0,0,9.14355977
59800,-0.13150787,0,-0.51082562,6.13297734,1,0,-10.17252541,-10.04101753,9.51341057,10.46257210,0.04193982,0.03954832,0,0,10.33985265
59900,0.00004578,1,0.33647224,12.66666947,1,0,-12.47327805,-12.47332382,14.37572098,16.14631462,0.15377463,0.15097107,0,0,12.80297661
60000,-0.94603348,0,-0.51082562,18.35306374,1,0,-51.01544952,-50.06941605,1.26215434,1.28332567,0.00614992,0.00588934,0,0,51.35255508
60100,1.68349838,1,0.33647224,41.83271308,1,0,-17.22295952,-18.90645790,4.81879616,3.76244307,0.11306787,0.10268657,0,0,16.72579050
60200,2.61751366,1,0.33647224,29.72585228,1,0,-10.25861454,-12.87612820,14.11415482,9.73917770,0.03485261,0.03352014,0,0,11.03293657
60300,1.91954803,1,0.33647224,18.46628934,1,0,-10.28039265,-12.19994068,18.90605545,15.72234726,0.04062833,0.04263366,0,0,12.39250024
60400,1.27306652,1,0.33647224,6.35942855,1,0,-5.38551617,-6.65858269,17.23420143,15.47960377,0.05410085,0.04910050,0,0,6.42576623
60500,-0.67688560,0,-0.51082562,0.00000000,1,0,-10.69764709,-10.02076149,34.05497360,33.59694672,0.18760580,0.19516984,0,0,24.28462672
60600,0.28550816,1,0.33647224,6.69274112,1,0,-9.76745987,-10.05296803,26.54985237,27.24386024,0.09833738,0.11327673,0,0,12.07087231
60700,1.75071621,1,0.33647224,15.76832683,1,0,-8.59668922,-10.34740543,12.71715260,13.17573929,0.04680026,0.04880381,0,0,9.14643621
60800,1.36003208,1,0.33647224,32.46959328,1,0,-10.49195576,-11.85198784,13.96605968,13.97496414,0.07092317,0.06586123,0,0,13.12198448
60900,-1.29655933,0,-0.51082562,49.17085974,1,0,-8.68318748,-7.38662815,10.66808605,10.92350388,0.06189312,0.06148488,0,0,10.64101672
61000,0.39907837,1,0.33647224,59.09374331,1,0,-38.57924271,-38.97832108,1.32760572,1.31668651,0.01125464,0.01156624,0,0,37.72901154
61100,0.47527599,1,0.33647224,41.90309535,1,0,-10.00867462,-10.48395061,10.30418777,12.41336441,0.04959418,0.04567085,0,0,12.06248226
61200,0.03628826,1,0.33647224,17.08676664,1,0,-10.60804558,-10.64433384,17.90965271,18.08313942,0.17008889,0.14803596,0,0,11.52545929
61300,-0.80516911,0,-0.51082562,4.97990585,1,0,-6.89375591,-6.08858681,15.82260132,16.53617287,0.08078697,0.07517808,0,0,7.27256727
61400,0.21971321,1,0.33647224,7.27710867,1,0,-6.32710457,-6.54681778,13.56729794,13.06462765,0.07923041,0.07409494,0,0,6.49664187
61500,0.75411701,1,0.33647224,18.04729011,1,0,-6.79927540,-7.55339241,11.83139896,12.12031364,0.05865614,0.06180977,0,0,6.60989873
61600,-0.54098988,0,-0.51082562,19.49719507,1,0,-8.97645950,-8.43546963,13.17285156,13.71138382,0.04421038,0.04585202,0,0,11.75426896
61700,4.18034744,1,0.33647224,29.42007864,1,0,-8.41939449,-12.59974194,12.41040611,12.11038685,0.07013448,0.07768443,0,0,9.49397818
61800,0.13114452,1,0.33647224,35.10647291,1,0,-3.93283844,-4.06398296,11.15438461,12.70710945,0.08737823,0.08369711,0,0,4.64121765
61900,0.61923409,1,0.33647224,37.40367574,1,0,-6.45622444,-7.07545853,9.31855583,9.87906075,0.06196263,0.04667161,0,0,6.80296576
62000,-0.72769165,0,-0.51082562,47.32655931,1,0,-53.59026337,-52.86257172,1.54004049,1.54173493,0.01638748,0.01468413,0,0,55.72288005
62100,-0.84190559,0,-0.51082562,52.16565572,1,0,-10.00425529,-9.16234970,9.42830753,11.11055088,0.07357696,0.07191312,0,0,12.47078196
62200,-0.07848501,0,-0.51082562,55.31015641,1,0,-7.45991707,-7.38143206,11.37344837,12.28954411,0.15538366,0.11740809,0,0,8.26936638
62300,-0.69267178,0,-0.51082562,55.06546566,1,0,-6.16585255,-5.47318077,8.21684647,10.09142399,0.10724151,0.09760845,0,0,7.98950589
62400,0.47170258,1,0.33647224,52.27888132,1,0,-13.34767056,-13.81937313,19.04276848,18.56659889,0.06948503,0.06243990,0,0,13.76970545
62500,-0.67213440,0,-0.51082562,43.56121196,1,0,-7.96826839,-7.29613400,13.00151539,13.91740799,0.13275518,0.13040353,0,0,7.94241524
62600,-0.79584026,0,-0.51082562,32.30164903,1,0,-4.82818031,-4.03234005,8.30361271,9.07415485,0.10525305,0.06764414,0,0,5.31658745
62700,-2.65693474,0,-0.51082562,26.12587325,1,0,-6.76088381,-4.10394907,8.56346989,10.20397758,0.11969389,0.10726085,0,0,6.61498976
62800,1.09672260,1,0.33647224,17.40820389,1,0,-12.53736973,-13.63409233,10.23146820,12.20772266,0.04934202,0.03531529,0,0,14.45314407
62900,0.42710447,1,0.33647224,13.77432170,1,0,-7.92285395,-8.34995842,19.62900734,22.01074982,0.23736161,0.23355140,0,0,9.31324863
63000,-1.17156219,0,-0.51082562,11.83503522,1,0,-61.45383453,-60.28227234,1.46345580,1.49624848,0.02143567,0.02179396,0,0,nan
63100,-15.46884537,0,-0.51082562,9.89574875,1,0,-22.33851051,-6.86966562,9.12777233,9.98448944,0.07967724,0.05970642,0,0,49.46448994
63200,-1.45726633,0,-0.51082562,0.00000000,1,0,-9.06659508,-7.60932875,9.62921524,11.92817211,0.12381607,0.16282851,0,0,9.21930504
63300,-1.52484226,0,-0.51082562,0.00000000,1,0,-6.95628929,-5.43144703,7.61436462,9.21292496,0.07128201,0.07141659,0,0,6.93658686
63400,-1.58189106,0,-0.51082562,0.00000000,1,0,-9.87851143,-8.29662037,9.38433456,10.66915035,0.09019622,0.09821406,0,0,10.59644842
63500,-0.65301323,0,-0.51082562,0.00000000,1,0,-5.51852131,-4.86550808,8.42006016,9.83294678,0.04017254,0.04130263,0,0,6.04443773
63600,-0.47821641,0,-0.51082562,0.00000000,1,0,-4.45508480,-3.97686839,7.00305605,8.51057816,0.06059188,0.05481825,0,0,4.64369240
63700,-0.30188847,0,-0.51082562,0.00000000,1,0,-6.20175362,-5.89986515,8.38473701,10.43609238,0.05172851,0.05154524,0,0,7.93517590
63800,-0.28555584,0,-0.51082562,0.00000000,1,0,-16.16910553,-15.88354969,21.41284752,22.15179062,0.08150564,0.06893557,0,0,17.39169884
63900,-0.96774530,0,-0.51082562,0.00000000,1,0,-7.74697876,-6.77923346,8.98585033,10.31430435,0.05294975,0.04995808,0,0,10.71228123
64000,0.77480698,1,0.33647224,1.84448003,1,0,-45.88280106,-46.65760803,1.58402514,1.57590079,0.01966558,0.01677452,0,0,45.06073952
64100,0.00965977,1,0.33647224,0.67294447,1,0,-13.82489681,-13.83455658,17.11995125,14.80245972,0.05794704,0.05401694,0,0,14.92308044
64200,2.02374315,1,0.33647224,1.50800780,1,0,-7.62791777,-9.65166092,15.98015308,15.25268555,0.12149917,0.11511608,0,0,9.69404968
64300,0.98017216,1,0.33647224,11.43089137,1,0,-9.46618176,-10.44635391,19.37217140,19.38524628,0.11447340,0.09266799,0,0,9.22772503
64400,0.92710400,1,0.33647224,26.43756210,1,0,-9.65260506,-10.57970905,10.19105148,10.87610722,0.05171049,0.04922175,0,0,9.91635838
64500,0.45910883,1,0.33647224,46.52802000,1,0,-6.73889256,-7.19800138,15.34827995,16.24156761,0.09977043,0.08832240,0,0,8.35117308
64600,-0.11938477,0,-0.51082562,70.85496719,1,0,-5.00914574,-4.88976097,14.21848106,15.21411800,0.07926229,0.07946789,0,0,8.59598088
64700,2.60717916,1,0.33647224,92.64002081,1,0,-1.75243139,-4.35961056,7.33611536,8.38639545,0.04270782,0.04205159,0,0,2.11562282
64800,0.00000000,0,0.00000000,0.00000000,0,0,-7.39800739,-7.39800739,19.97877121,19.97877121,0.20403817,0.20403817,0,932,8.63487848
64900,0.00000000,0,0.00000000,0.00000000,0,0,-7.13658190,-7.13658190,10.04387188,10.04387188,0.08209846,0.08209846,0,832,10.61101468
65000,0.00000000,0,0.00000000,0.00000000,0,0,-59.16379547,-59.16379547,1.48993170,1.48993170,0.02488479,0.02488479,0,732,61.98677254
65100,0.00000000,0,0.00000000,0.00000000,0,0,-9.31476402,-9.31476402,9.74256039,9.74256039,0.05728311,0.05728311,0,632,10.28028452
65200,0.00000000,0,0.00000000,0.00000000,0,0,-9.06425762,-9.06425762,7.74726868,7.74726868,0.08568937,0.08568937,0,532,9.78582168
65300,0.00000000,0,0.00000000,0.00000000,0,0,-12.84679031,-12.84679031,13.33983231,13.33983231,0.10593902,0.10593902,0,432,12.61162806
65400,0.00000000,0,0.00000000,0.00000000,0,0,-13.66689110,-13.66689110,17.17290878,17.17290878,0.14584348,0.14584348,0,332,14.98537779
65500,0.00000000,0,0.00000000,0.00000000,0,0,-7.74029875,-7.74029875,8.77563000,8.77563000,0.06340456,0.06340456,0,232,8.90993945
65600,0.00000000,0,0.00000000,0.00000000,0,0,-3.76051235,-3.76051235,14.38763809,14.38763809,0.17233430,0.17233430,0,132,5.51203569
65700,0.00000000,0,0.00000000,0.00000000,0,0,-5.65695429,-5.65695429,12.04325485,12.04325485,0.10236298,0.10236298,0,32,5.72692561
65800,0.38645315,1,0.33647224,0.67294447,1,0,-7.37966871,-7.76612186,16.45099831,16.03467560,0.15025946,0.14394718,0,0,8.44901323
65900,-0.50643063,0,-0.51082562,0.16211885,1,0,-8.56215763,-8.05572701,10.08356190,10.28153515,0.02892871,0.03209759,0,0,9.80553293
66000,-0.05847931,0,-0.51082562,1.67012665,1,0,-32.96403885,-32.90555954,1.60542214,1.61480892,0.01595009,0.01609475,0,0,33.69497999
66100,-2.22271252,0,-0.51082562,0.00000000,1,0,-7.13892555,-4.91621304,15.14861870,15.57319641,0.07870520,0.09075357,0,0,7.76549657
66200,-1.11869049,0,-0.51082562,0.00000000,1,0,-9.61827469,-8.49958420,13.11394119,13.29026890,0.10330571,0.11364624,0,0,9.59866238
66300,0.09243393,1,0.33647224,0.33647224,1,0,-16.72052383,-16.81295776,13.24097061,13.40845776,0.04536398,0.05196609,0,0,18.25108719
66400,-0.46659756,0,-0.51082562,0.00000000,1,0,-6.26601315,-5.79941559,6.07525110,6.34504175,0.04448643,0.04444353,0,0,8.44664788
66500,-0.39667606,0,-0.51082562,0.00000000,1,0,-5.54587364,-5.14919758,10.32464790,10.90046024,0.03470385,0.04600983,0,0,5.60363388
66600,-0.34143829,0,-0.51082562,6.27062712,1,0,-9.03624344,-8.69480515,15.54683399,16.41745186,0.07704932,0.07412805,0,0,10.12517452
66700,-0.40689850,0,-0.51082562,0.32423770,1,0,-11.35915565,-10.95225716,11.92175961,13.71652031,0.14675903,0.15429534,0,0,14.95865059
66800,-0.24874759,0,-0.51082562,1.44683511,1,0,-2.89511871,-2.64637113,5.60508490,5.96503210,0.05221484,0.05082354,0,0,5.24380287
66900,1.01103997,1,0.33647224,1.20214435,1,0,-0.80141139,-1.81245136,6.70987463,7.58361626,0.03689570,0.03263207,0,0,1.57582593
67000,-0.03623962,0,-0.51082562,0.66070994,1,0,-37.20639038,-37.17015076,1.67831492,1.71531546,0.02288122,0.02063050,0,0,37.92463913
67100,90.59623718,1,0.33647224,26.58130669,1,0,-6.84617424,-97.44241333,25.17612457,29.38111115,0.06668516,0.07656953,0,0,13.56922793
67200,-4.86015177,0,-0.51082562,2.61227585,1,0,-10.78108978,-5.92093801,5.66135120,7.39186859,0.22024697,0.21832930,0,0,12.24591192
67300,-3.48113704,0,-0.51082562,0.00000000,1,0,-6.41483784,-2.93370080,7.12583590,7.77651310,0.07646921,0.08729254,0,0,7.12221265
67400,-2.21251869,0,-0.51082562,0.00000000,1,0,-11.73201752,-9.51949883,8.86558151,9.73945808,0.10583654,0.16495973,0,0,13.51334476
67500,0.82119167,1,0.33647224,1.14706648,1,0,-1.57514513,-2.39633679,6.74570465,6.80627537,0.04011792,0.04847654,0,0,1.54481971
67600,-1.09530115,0,-0.51082562,8.35063323,1,0,-5.90349197,-4.80819082,5.90442133,5.92792416,0.04193807,0.04165602,0,0,6.67201296
67700,-1.40187645,0,-0.51082562,12.34243178,1,0,-12.11363411,-10.71175766,7.24522972,7.37365389,0.08759961,0.09381087,0,0,15.12840033
67800,0.75680137,1,0.33647224,19.72342177,1,0,-1.79012775,-2.54692912,6.30151796,6.54193544,0.02395655,0.01942022,0,0,2.44007590
67900,1.67071605,1,0.33647224,41.50847538,1,0,0.17728019,-1.49343586,6.78103209,7.16385651,0.04526768,0.04806225,0,0,0.01098742
68000,-0.17012405,0,-0.51082562,62.44623114,1,0,-25.73265457,-25.56253052,1.59182370,1.66839778,0.01684770,0.01574731,0,0,26.08266576
68100,0.42651272,1,0.33647224,21.53124309,1,0,-8.24621868,-8.67273140,18.07818985,20.80318451,0.46001828,0.38810003,0,0,7.62208676
68200,0.57027435,1,0.33647224,22.98114805,1,0,-7.48441124,-8.05468559,13.62343216,15.79584789,0.18871514,0.17345537,0,0,8.96466231
