step,fast_slow_gap,fast_wins,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,warmup_remaining,predictor_nll
71500,0.32053089,1,-2.44652438,-2.76705527,4.43948030,4.39192915,0.05618493,0.05519698,0,3.00357747
71600,-0.16448593,0,-9.30404949,-9.13956356,11.02318287,10.33758354,0.07506281,0.06923418,0,9.46707503
71700,0.81745744,1,0.39038706,-0.42707038,4.11920691,3.98327971,0.05444132,0.04386235,0,-0.62850147
71800,-0.12808800,0,-2.10793233,-1.97984433,3.99126387,3.93101501,0.01916037,0.02335526,0,3.14857125
71900,0.58402348,1,-12.29437923,-12.87840271,12.85719299,13.19628525,0.14190456,0.13002382,0,13.13251448
72000,0.14227104,1,-29.21278191,-29.35505295,1.51931798,1.50283301,0.01046063,0.01078466,0,30.22980499
72100,0.32658005,1,-20.55696297,-20.88354301,8.26766300,5.97226286,0.15823559,0.13837568,0,22.23598035
72200,-2.92411566,0,-0.12062311,2.80349255,5.27536583,4.36029625,0.03568818,0.03774937,0,1.17184909
72300,-1.38454533,0,-6.51748753,-5.13294220,14.65770435,12.98236275,0.10721145,0.11139980,0,8.65419769
72400,-0.77492547,0,-1.59915662,-0.82423115,14.27033520,13.98544788,0.06964316,0.07060201,0,2.66390872
72500,-0.87131238,0,-2.80598879,-1.93467641,9.29569244,10.13671398,0.11579464,0.11991628,0,2.45397878
72600,-1.55055618,0,-4.75804806,-3.20749187,18.65177155,20.30275536,0.13646325,0.14122409,0,10.62190183
72700,-1.35917449,0,-3.66583204,-2.30665755,5.37523174,6.16394472,0.04539495,0.05264719,0,4.37484831
72800,0.59039211,1,-6.58287001,-7.17326212,4.05878210,4.41932917,0.01886792,0.01699279,0,7.27759905
72900,0.69906902,1,-1.72554445,-2.42461348,4.15368605,4.71620607,0.03523471,0.03807554,0,1.96657959
73000,0.39382553,1,-19.47691727,-19.87074280,1.78004968,1.79122245,0.02657439,0.02440875,0,19.77065722
73100,2.95971680,1,-33.00837326,-35.96809006,1.90217149,1.73539186,0.03958796,0.04116039,0,33.51795673
73200,1.29521751,1,-18.61208916,-19.90730667,9.60985184,5.08271074,0.16539222,0.15720171,0,18.94820480
73300,1.39139557,1,-20.61985397,-22.01124954,8.79239750,4.77833223,0.05457471,0.05692114,0,21.35031382
73400,-1.19714355,0,-14.51672745,-13.31958389,25.64064789,18.23406410,0.15926996,0.14326403,0,30.42468929
73500,-1.78673983,0,-7.27094936,-5.48420954,19.71139526,13.77981663,0.07846730,0.08838987,0,7.34754467
73600,-0.81521702,0,-5.42297173,-4.60775471,8.32822132,7.31000280,0.02722532,0.03365859,0,5.83193302
73700,0.70100594,1,-8.41384888,-9.11485481,11.00914478,10.13248348,0.10411271,0.09700800,0,12.30840270
73800,-1.15552664,0,-1.17907381,-0.02354717,6.73303318,6.96278429,0.05655088,0.03914719,0,2.62142569
73900,-0.00266385,0,-2.73357558,-2.73091173,6.42087889,6.79107094,0.05990126,0.04535122,0,3.25537252
74000,0.36756706,1,-29.99278069,-30.36034775,2.05543661,2.01222348,0.01950897,0.01985770,0,30.53231096
74100,0.41942406,1,-8.92884254,-9.34826660,14.71865368,14.83133316,0.05654367,0.05044868,0,9.14061069
74200,-0.62199616,0,-2.90136981,-2.27937365,12.30285645,14.67082882,0.08114953,0.08816782,0,2.98930240
74300,0.28517199,1,-4.51968241,-4.80485439,8.20779419,9.68279171,0.11390272,0.10567437,0,5.37817633
74400,-1.60660362,0,-7.09949398,-5.49289036,7.06606388,8.19628525,0.04665241,0.04676577,0,8.42377758
74500,0.34417415,1,-2.92472410,-3.26889825,12.94707584,15.91206169,0.05506520,0.05320676,0,2.75461952
74600,-0.09663582,0,-5.06200981,-4.96537399,16.63294220,19.24065781,0.09973362,0.10347177,0,5.03810406
74700,0.84918976,1,-5.78881168,-6.63800144,7.03524780,8.96345901,0.08909191,0.09944766,0,9.55414820
74800,0.11663699,1,-3.53924990,-3.65588689,10.26841736,13.19120026,0.10986633,0.10836407,0,4.39809477
74900,0.48569870,1,-2.50081468,-2.98651338,7.35996151,9.03037834,0.08903761,0.08610198,0,3.06047380
75000,-0.25276947,0,-33.10396576,-32.85119629,2.18742871,2.27194500,0.02449625,0.02501581,0,33.43537013
75100,-0.88804746,0,-4.44519711,-3.55714965,11.57308483,13.52605820,0.09972136,0.09782709,0,5.78674221
75200,-0.57532787,0,-5.47970200,-4.90437412,16.52679634,19.43231964,0.07821406,0.06944910,0,5.63868952
75300,0.46958375,1,-3.68015456,-4.14973831,10.46770382,12.98490620,0.07637059,0.07491387,0,4.20376843
75400,-0.96463013,0,-7.71065807,-6.74602795,4.60639811,5.05727291,0.03332175,0.02305530,0,7.81181145
75500,0.81769943,1,-0.42423153,-1.24193096,7.14200687,8.33975887,0.05125025,0.04562159,0,1.02572494
75600,-0.72434092,0,-0.39578295,0.32855797,6.06666994,7.34418249,0.05905569,0.05276436,0,4.64542961
75700,0.56481290,1,-1.93308735,-2.49790025,5.73309183,6.63524389,0.05095785,0.05236970,0,nan
75800,-0.81446075,0,-4.21318626,-3.39872551,7.74736547,9.36636353,0.04088829,0.04480529,0,5.43689532
75900,0.03058434,1,-4.75765133,-4.78823566,9.78133774,11.89081860,0.05430691,0.04922265,0,8.15441044
76000,-0.10254669,0,-33.76597214,-33.66342545,2.55210352,2.63231778,0.04523783,0.04161682,0,33.93201256
76100,1.01438522,1,-19.25192451,-20.26630974,5.84319639,5.33955193,0.13925368,0.14680322,0,21.04149818
76200,-0.24903297,0,-12.49932098,-12.25028801,11.55281734,11.60587788,0.07843741,0.07377972,0,14.81851530
76300,-0.63718534,0,-2.66209149,-2.02490616,5.59679747,6.21414185,0.04287808,0.03001738,0,3.22479856
76400,0.59028506,1,-2.61648273,-3.20676780,9.16839981,10.66658688,0.04917349,0.04722410,0,2.73152351
76500,-0.16781521,0,-10.09725666,-9.92944145,7.95240593,8.71455765,0.04757174,0.04685563,0,10.17292833
76600,0.01777637,1,-1.24887526,-1.26665163,4.70011759,5.13899088,0.05682021,0.05833638,0,0.78455973
76700,-0.62061834,0,-4.90193367,-4.28131533,8.56572819,10.18104362,0.04322333,0.05011598,0,8.11893541
76800,-1.18986559,0,-8.53275394,-7.34288836,12.43700504,13.83473969,0.20227745,0.18867147,0,8.36447203
76900,-0.42951441,0,-0.74038768,-0.31087327,9.46756840,10.71558666,0.11229189,0.09886874,0,1.52899877
77000,0.38283157,1,-35.46418381,-35.84701538,1.66952550,1.68732071,0.01825374,0.01877313,0,36.72924995
77100,-0.84290469,0,-0.80907333,0.03383136,6.35726738,6.71763706,0.07137404,0.05107448,0,1.52064196
77200,-0.44682026,0,-1.81718469,-1.37036443,11.03930473,12.21897221,0.07742397,0.08214983,0,4.39821267
77300,-0.44505024,0,-11.38248253,-10.93743229,8.58138752,8.82492065,0.05120918,0.04764302,0,13.51589131
77400,0.50179482,1,-7.52526093,-8.02705574,13.93327999,13.75046444,0.16103680,0.14429368,0,8.34440804
77500,-0.29444838,0,-5.42622185,-5.13177347,9.01728439,8.48893261,0.08486889,0.08178093,0,6.00474138
77600,-1.37017727,0,-3.10350132,-1.73332405,7.25177002,6.49106503,0.05383249,0.07469951,0,5.11950955
77700,-0.39407110,0,1.09355736,1.48762846,4.89499092,4.96189451,0.06955424,0.06121926,0,-0.45011002
77800,-0.24859381,0,0.91297269,1.16156650,7.31198311,6.70190001,0.06733779,0.05799879,0,0.81026721
77900,-0.70211315,0,1.64192057,2.34403372,4.56472111,4.44672680,0.04989949,0.04185908,0,-0.43958851
78000,0.06650543,1,-36.78649139,-36.85299683,1.93990624,1.95042753,0.03366523,0.03238565,0,37.15847524
78100,0.10025573,1,-3.82973909,-3.92999482,11.04471684,10.34428024,0.08582857,0.07513729,0,4.47590697
78200,0.81802464,1,-9.73387623,-10.55190086,13.87823105,13.25384712,0.16358881,0.15073667,0,10.53136945
78300,-0.00178385,0,-1.57964253,-1.57785869,8.33452225,8.02931023,0.04895557,0.04457347,0,3.05196365
78400,0.39923382,1,-6.03322220,-6.43245602,7.91796541,8.00727844,0.03426726,0.02987749,0,5.99604559
78500,0.25142670,1,-9.00387573,-9.25530243,9.71123028,9.69136238,0.16544484,0.16852303,0,9.80507565
78600,-0.01843071,0,-11.39781189,-11.37938118,12.08767223,11.75803852,0.13577905,0.12399842,0,12.23357034
78700,-0.22189951,0,-5.52464199,-5.30274248,17.37933731,16.95314217,0.12952630,0.11866168,0,7.27171926
78800,-0.32470036,0,-2.61283588,-2.28813553,9.22579575,9.24571323,0.13685417,0.13860774,0,3.36542924
78900,-0.26328182,0,-9.33332634,-9.07004452,10.08533096,9.79782391,0.21384841,0.22101957,0,10.29286512
79000,0.22606850,1,-29.37823677,-29.60430527,2.19692183,2.15961671,0.02639947,0.02615069,0,29.67350483
79100,-0.89891815,0,-2.70678639,-1.80786824,7.97413111,7.59273434,0.06942940,0.07301053,0,3.50452550
79200,-0.95678234,0,-5.83440971,-4.87762737,7.67246151,7.42244625,0.12212631,0.12548432,0,10.99067545
79300,0.13928461,1,-7.14177799,-7.28106260,12.23934841,11.78351307,0.20559648,0.19989905,0,5.20139694
79400,-0.42047668,0,-2.17169380,-1.75121713,6.17164612,5.76747894,0.03011496,0.02737890,0,2.88384000
79500,1.01416922,1,-5.28378248,-6.29795170,11.58104610,11.08081436,0.06217527,0.05564229,0,7.04705024
79600,0.46623373,1,-4.67670107,-5.14293480,10.19589615,9.85251999,0.04043957,0.03423726,0,4.92654173
79700,-1.17067814,0,-8.46667767,-7.29599953,6.13586187,5.89889669,0.05434000,0.05131932,0,8.62847090
79800,-0.90500998,0,-2.11898303,-1.21397305,13.33020401,12.64030933,0.04638225,0.05493172,0,3.37932796
79900,-0.38909245,0,-5.74789238,-5.35879993,12.44874001,12.91807365,0.28752100,0.29987416,0,6.40639544
80000,-0.04413223,0,-37.18607712,-37.14194489,1.89781821,1.90442908,0.02434154,0.02402848,0,37.87465820
80100,-1.44082451,0,-2.14572930,-0.70490479,5.86570311,5.37892485,0.03984802,0.04969899,0,0.26215899
80200,-0.19980979,0,-2.33927679,-2.13946700,10.68688774,10.74777889,0.08008221,0.07889392,0,nan
80300,-0.40644467,0,-0.97542906,-0.56898439,9.80137444,9.82351017,0.05299406,0.04359229,0,1.61891362
80400,-1.16513443,0,-4.26844835,-3.10331392,5.31752586,5.48770237,0.04284933,0.03827825,0,5.34399647
80500,0.84057808,1,-5.57412767,-6.41470575,12.52280807,13.23402023,0.24443378,0.21984692,0,5.63706994
80600,0.37613869,1,-6.82880688,-7.20494556,9.41236973,9.56842422,0.02803468,0.02663664,0,7.51267195
80700,0.41254044,1,-3.80045557,-4.21299601,6.12214661,6.02750063,0.02624422,0.03063637,0,4.61756492
80800,-0.08377934,0,-4.42708492,-4.34330559,7.28489351,6.76763344,0.08983225,0.08147570,0,5.36146951
80900,-0.41779613,0,-5.16939068,-4.75159454,11.77313709,12.11885738,0.22337110,0.16832146,0,5.43989038
81000,0.01280212,1,-23.67662811,-23.68943024,2.16033745,2.16482830,0.03318383,0.02990799,0,23.83502579
81100,-1.57131886,0,-2.69363213,-1.12231326,6.65244055,6.16994667,0.05549612,0.03641072,0,3.78246588
81200,-0.45033956,0,-2.01309824,-1.56275868,11.23907089,10.90286064,0.10823116,0.09322962,0,3.40727592
81300,-1.52852440,0,-7.40667820,-5.87815380,5.43725681,4.59107018,0.04415574,0.04850562,0,9.79622221
81400,-0.10795712,0,-1.71657109,-1.60861397,9.60520935,10.00206470,0.09656888,0.09557428,0,2.17800260
81500,-0.40906334,0,-3.15391827,-2.74485493,11.24689770,11.40875053,0.13058001,0.12196921,0,4.68591229
81600,-0.50372744,0,-4.29196644,-3.78823900,10.09188461,10.35820580,0.17881936,0.15603185,0,7.23380971
81700,-0.21795952,0,0.79196656,1.00992608,4.99824047,4.99026299,0.03968927,0.03614506,0,-1.36843836
81800,-1.52273655,0,-3.62848949,-2.10575294,5.01762199,4.70769119,0.02809330,0.03454418,0,5.53597879
81900,0.62028837,1,-5.91370821,-6.53399658,11.00754833,11.73482227,0.08653684,0.08862740,0,7.01181173
82000,-0.46936798,0,-32.66015625,-32.19078827,1.81593657,1.83916044,0.03948724,0.03696940,0,32.98968569
82100,-1.55163288,0,-7.81992531,-6.26829243,10.19447327,9.99596214,0.08393352,0.08274087,0,9.02263610
82200,-0.11294365,0,-5.49461079,-5.38166714,13.59508133,13.99409866,0.27589560,0.24893185,0,6.36600264
82300,0.18258953,1,-3.73646307,-3.91905260,9.06123734,9.22713757,0.08407952,0.09269963,0,5.32877779
82400,-1.65721130,0,-7.03722191,-5.38001060,9.09649658,9.89580250,0.12517023,0.12003183,0,8.34001722
82500,0.62104988,1,-2.62705827,-3.24810815,9.56933880,10.69819832,0.21352810,0.23179242,0,2.84306765
82600,0.06289458,1,0.48165417,0.41875958,6.71965742,6.62215996,0.05621527,0.06859487,0,0.82483423
82700,0.78968632,1,-1.63692224,-2.42660856,5.95149851,6.33260489,0.06337860,0.06600329,0,1.77067566
82800,-0.60347176,0,0.15030813,0.75377989,6.17608118,6.36424208,0.07951649,0.07880625,0,0.50002462
82900,-0.10458088,0,-4.21421909,-4.10963821,10.78089046,12.04759407,0.21875976,0.19770974,0,4.89999795
83000,-1.35726166,0,-48.55452728,-47.19726562,1.61516201,1.66670668,0.01866365,0.01855338,0,49.42534180
83100,-0.91154349,0,-1.93753362,-1.02599013,5.43337440,5.73390198,0.04310692,0.04431469,0,2.54941112
83200,-1.30785179,0,-5.27042484,-3.96257305,12.08880997,12.91823673,0.24283470,0.22146827,0,6.25905257
83300,-1.47345853,0,-3.67844057,-2.20498204,6.09362030,6.64581537,0.05577571,0.04882846,0,4.84523716
83400,-0.61535454,0,-3.94780302,-3.33244848,12.10623455,12.95441818,0.15159260,0.16781570,0,4.66526739
83500,-1.25405264,0,1.20489860,2.45895123,6.79967165,7.04192829,0.03715728,0.04641661,0,-0.18132788
83600,-0.64012599,0,-3.21281767,-2.57269168,6.98705244,8.05749702,0.05141074,0.05932277,0,4.89998615
83700,-0.51354361,0,-1.72856712,-1.21502352,5.61428022,6.37899876,0.02598810,0.02485932,0,2.49602908
83800,-1.76629543,0,-6.25667524,-4.49037981,5.86735868,6.20753336,0.04230439,0.04546730,0,5.99583292
83900,0.44241190,1,1.77958226,1.33717036,5.15698433,5.54803801,0.06333565,0.05697832,0,-1.42364593
84000,-0.26931381,0,-48.02350998,-47.75419617,1.55760658,1.58737254,0.02108796,0.02046625,0,48.44184875
84100,-1.71819639,0,-0.50516915,1.21302724,6.09318733,6.40566587,0.08372553,0.08543283,0,0.14754963
84200,-0.98368263,0,-7.27838564,-6.29470301,8.37210178,8.34670830,0.11399415,0.08979825,0,12.47203318
84300,0.03946459,1,-0.93755710,-0.97702169,10.34501171,10.93035412,0.07709742,0.06678285,0,2.66094470
84400,-3.25829053,0,-4.38474655,-1.12645602,7.89563560,7.99408293,0.06289747,0.06435533,0,6.45640475
84500,-1.36615682,0,-2.06210685,-0.69595003,6.18437243,6.52575588,0.07389858,0.07142369,0,5.12595034
84600,-0.77242398,0,-1.72710681,-0.95468283,6.03983021,7.05572081,0.06649551,0.05103527,0,2.68320727
84700,-1.24654531,0,-6.04332638,-4.79678106,9.72097301,10.93227768,0.19744970,0.20702060,0,6.25132942
84800,-0.62573147,0,0.65321708,1.27894855,4.85024118,5.66351748,0.02796534,0.02390432,0,0.12798433
84900,-2.86634612,0,-0.98404217,1.88230395,8.36394882,9.60058784,0.04813398,0.04510406,0,7.36525571
85000,-0.78882217,0,-33.32065201,-32.53182983,1.99088562,2.06991100,0.02625093,0.02487921,0,33.24347305
85100,-2.02752686,0,-1.99950027,0.02802658,5.73802233,5.32651711,0.05782637,0.05369879,0,2.56015484
85200,-1.57295179,0,-6.67159271,-5.09864092,8.95598698,9.02990532,0.23442501,0.23753060,0,7.32491493
85300,-0.63480759,0,-4.12903547,-3.49422789,7.58690405,7.92221498,0.04140175,0.03923092,0,6.30587101
85400,0.25955844,1,-0.42682576,-0.68638420,6.41946983,6.83363342,0.05454467,0.05070084,0,0.77840167
85500,-0.72605038,0,-10.54273224,-9.81668186,5.79246759,6.40466022,0.11781030,0.11939951,0,12.34987831
85600,-0.41108727,0,-3.71861434,-3.30752707,6.47146511,7.44296694,0.05442129,0.04754559,0,2.78061056
85700,-1.61902809,0,-3.20301795,-1.58398986,5.44042635,6.33165264,0.04039194,0.03857985,0,3.98580519
85800,-0.76184988,0,-2.77159476,-2.00974488,11.07695484,11.87177658,0.22174318,0.22450894,0,3.14451432
85900,-0.80891693,0,-1.65198171,-0.84306479,5.34070778,5.99222612,0.07632567,0.08094767,0,1.86659153
86000,-0.77653885,0,-35.65904236,-34.88250351,1.74484932,1.79748070,0.02005001,0.01903698,0,35.22795486
86100,0.18297005,1,-8.12293148,-8.30590153,6.24463654,6.48450899,0.08251107,0.07161876,0,8.32990551
86200,0.14447296,1,-1.45427883,-1.59875178,6.10368156,6.13954306,0.09138635,0.10072289,0,2.16485530
86300,-0.61525297,0,-3.62971878,-3.01446581,8.99375725,8.97843075,0.10924700,0.11045860,0,4.68079896
86400,-0.38714290,0,-1.39823437,-1.01109147,8.19075966,8.49974823,0.07824637,0.07349245,0,5.06087523
86500,-1.35244131,0,-6.54064417,-5.18820286,5.88772106,5.97484827,0.03505193,0.02780411,0,6.03894679
86600,0.51570487,1,-3.68240666,-4.19811153,6.93797350,7.35015678,0.19764599,0.19443236,0,3.62371331
86700,0.85013473,1,-0.05475461,-0.90488935,5.95954943,6.42034340,0.09409460,0.09265857,0,0.89264321
86800,-1.51799583,0,1.83762646,3.35562229,4.66611004,4.93877506,0.03885227,0.04432561,0,-0.65301079
86900,0.13639402,1,-1.62177849,-1.75817251,6.17155123,6.80461168,0.03810570,0.04843587,0,1.73467588
87000,-1.09431839,0,-49.40904999,-48.31473160,1.95832443,2.02860212,0.02765443,0.02878425,0,50.61490479
87100,-0.22027302,0,2.03399086,2.25426388,4.98939848,5.33626938,0.03224543,0.03456496,0,-1.57552862
87200,-0.93339634,0,-5.66508484,-4.73168850,7.86275911,8.51038647,0.22040489,0.22438437,0,5.98859406
87300,-1.79576349,0,-6.77798557,-4.98222208,5.13165951,5.31381416,0.17455925,0.17291376,0,7.95537519
87400,0.08510256,1,-7.60896635,-7.69406891,3.46155047,3.52994227,0.06077354,0.05542000,0,8.54145575
87500,-0.82422686,0,-2.26115847,-1.43693161,4.21352577,4.28750277,0.05146726,0.04878527,0,3.76351154
87600,0.50174212,1,-3.36003375,-3.86177588,5.02317572,4.81104612,0.08859814,0.07762450,0,3.50163853
87700,-1.33449745,0,-4.37045479,-3.03595734,5.58957481,5.37497663,0.04213544,0.03840977,0,5.56808889
87800,-0.41205764,0,1.40627337,1.81833100,6.06382084,5.95981503,0.06900765,0.07254347,0,-1.03748322
87900,-0.32759142,0,1.27196169,1.59955311,4.18492222,4.07602215,0.03449722,0.04052788,0,0.27542039
88000,0.07444000,1,-35.56597519,-35.64041519,1.86159277,1.86732161,0.01826913,0.01744774,0,35.70426369
88100,-1.27157140,0,-5.17199135,-3.90041995,6.29634476,5.55894136,0.05191696,0.04864482,0,5.72776947
88200,-2.42809224,0,0.35756946,2.78566170,5.78862810,4.87836123,0.02292872,0.03218608,0,-0.21753126
88300,-0.86465287,0,-3.54925179,-2.68459892,6.93898296,6.26463127,0.03591261,0.03649861,0,4.39136553
88400,0.41569614,1,-6.64536285,-7.06105900,7.08013010,6.93139744,0.24500002,0.24406449,0,7.84569609
88500,-0.72592926,0,-5.43665791,-4.71072865,10.02065182,10.01318741,0.13932742,0.16513176,0,8.50173683
88600,-0.49591923,0,-9.53479481,-9.03887558,6.08595419,6.13918114,0.07076719,0.07173546,0,11.41873336
88700,-0.75941277,0,-9.54642487,-8.78701210,4.22808266,3.98569274,0.10863473,0.10159915,0,9.59469636
88800,-1.52232957,0,-1.61578989,-0.09346032,10.21592236,9.76282406,0.05486763,0.05856289,0,1.59705961
88900,0.97878170,1,-9.47046280,-10.44924450,7.35820007,7.42129278,0.05175175,0.05943690,0,10.01579690
89000,-0.27689743,0,-42.60502625,-42.32812881,1.87301552,1.86210167,0.02811244,0.02714280,0,43.86267471
89100,-1.20264721,0,-1.26577115,-0.06312394,7.81832314,7.38164091,0.03612452,0.03330886,0,1.38717079
89200,-0.36699247,0,0.47087193,0.83786440,6.72128725,6.91343260,0.02616296,0.02998871,0,-0.33185005
89300,-0.08703232,0,-1.18706298,-1.10003066,5.40462160,5.86444759,0.14436550,0.12665790,0,1.35549363
89400,-0.02630997,0,0.11378884,0.14009881,4.87744236,5.59240770,0.03433394,0.02704579,0,0.50591540
89500,0.95796895,1,2.84589958,1.88793063,4.96275806,5.51222181,0.03391904,0.03582210,0,-2.63558912
89600,-2.80584431,0,-5.28687572,-2.48103142,4.14459419,5.09832335,0.05376209,0.04322738,0,6.44079932
89700,-0.54658151,0,2.70401311,3.25059462,5.55247211,6.13756990,0.07819463,0.09431430,0,-0.75123656
89800,0.68297958,1,2.94486141,2.26188183,6.41899538,7.17197657,0.03928548,0.03674736,0,-2.37350027
89900,0.31477261,1,3.85074472,3.53597212,6.28612852,6.99496412,0.04747633,0.05913138,0,-3.80200547
90000,0.55104828,1,-33.86730194,-34.41835022,1.90956092,1.94518995,0.03009464,0.02791014,0,34.30672518
90100,-15.42909336,0,-23.18612862,-7.75703526,10.50198174,12.19373512,0.27255738,0.31264150,0,46.15777397
90200,-3.24228859,0,-6.54237032,-3.30008173,6.75028038,7.22827673,0.05090375,0.07408070,0,6.69089778
90300,-4.20325804,0,-7.04408455,-2.84082651,6.79286623,7.54863214,0.12548229,0.14478528,0,7.17013280
90400,-1.14567184,0,-2.19269037,-1.04701853,6.32706594,6.94184685,0.04098459,0.02363473,0,2.35335952
90500,-2.44294381,0,-2.32032275,0.12262106,4.33863068,4.93110847,0.09142565,0.06566945,0,2.17052555
90600,-0.62412834,0,-3.38221049,-2.75808215,4.30515099,4.70101833,0.10295290,0.08812686,0,3.05655932
90700,1.80954850,1,3.01756287,1.20801437,4.70269442,5.18279362,0.05299667,0.04049558,0,-2.97974420
90800,0.63233566,1,-3.86556244,-4.49789810,5.50435209,5.95808983,0.13555299,0.11194364,0,4.73772244
90900,0.92553043,1,0.14090908,-0.78462136,5.19289827,5.83864689,0.05243182,0.04751019,0,0.50645022
91000,0.02714157,1,-35.45228195,-35.47942352,1.86333382,1.90166473,0.03713635,0.03488580,0,37.36350632
91100,-3.84947968,0,-8.21235466,-4.36287498,13.80690193,12.15628529,0.18885688,0.23199242,0,10.52811623
91200,0.67514515,1,-4.50825405,-5.18339920,5.99936247,6.05679560,0.08064122,0.07625338,0,4.10549871
91300,-0.41570282,0,-2.65630388,-2.24060106,5.30613041,5.57493877,0.05138546,0.04642374,0,1.95561171
91400,1.77158356,1,-1.06907368,-2.84065723,6.49530268,7.34175444,0.15430745,0.14924878,0,1.52443767
91500,0.97129226,1,4.66893768,3.69764543,4.63130426,5.40797424,0.11587553,0.09931739,0,-2.35783315
91600,0.95576668,1,2.11911631,1.16334963,5.12310362,6.26439619,0.07604153,0.06789407,0,-1.18945889
91700,0.40200806,1,2.09010553,1.68809748,3.09566689,3.83841205,0.02948520,0.03269642,0,-0.98055728
91800,-1.54556394,0,-4.77425098,-3.22868705,3.23087573,4.04399395,0.05782570,0.05110817,0,6.35076804
91900,0.97112560,1,4.67895985,3.70783424,5.11086512,6.00813532,0.06995124,0.08476241,0,-4.02852885
92000,-0.13938904,0,-35.36159515,-35.22220612,1.79765785,1.85640168,0.04014917,0.03737386,0,33.59515381
92100,0.44380474,1,-6.69452286,-7.13832760,6.89389038,7.48743677,0.12295013,0.11698416,0,8.34057200
92200,-0.66381264,0,-1.05429935,-0.39048672,4.77359724,5.25359917,0.04024531,0.03877846,0,2.16925128
92300,-1.33117104,0,-6.18109703,-4.84992599,4.89097500,5.22763586,0.05478739,0.06433243,0,8.77836196
92400,-0.45960104,0,-0.46373332,-0.00413227,7.72006750,7.96992159,0.12495039,0.13203867,0,4.50944333
92500,-0.31052613,0,-3.90689826,-3.59637213,5.18635368,5.18860435,0.06411571,0.06289460,0,6.02129960
92600,-0.56961274,0,2.10488343,2.67449617,5.72651720,5.53271627,0.11783632,0.09044611,0,-0.87299438
92700,0.84074402,1,-8.20150375,-9.04224777,6.14882660,6.20399094,0.06703863,0.06845708,0,9.00670528
92800,-0.51695681,0,-0.95787287,-0.44091606,5.92136335,5.99670315,0.15427953,0.14919128,0,3.10793343
92900,0.65952706,1,1.97909617,1.31956911,4.25457430,4.26165199,0.02354967,0.03798895,0,-1.37295675
93000,-0.14309883,0,-26.11042786,-25.96732903,1.94321108,1.95211875,0.03665354,0.03717869,0,27.47038555
93100,0.66244125,1,-23.23514175,-23.89758301,6.97698402,5.99004698,0.17464335,0.18085505,0,24.43951559
93200,-0.04853129,0,-1.06114912,-1.01261783,7.81830025,6.86457157,0.10146546,0.12204298,0,1.76370955
93300,0.42458820,1,-2.68409586,-3.10868406,6.28344679,5.83232260,0.07333910,0.06142706,0,3.24746984
93400,-0.65630364,0,2.89138770,3.54769135,5.75414896,5.58144045,0.03094622,0.03358306,0,nan
93500,-0.52624965,0,2.33133674,2.85758638,6.39614153,6.33763123,0.03390745,0.03430584,0,0.34716755
93600,0.13536811,1,1.66450477,1.52913666,4.90035582,5.09202576,0.02221470,0.02856194,0,-1.08088525
93700,0.05943108,1,3.18884993,3.12941885,4.66587591,4.93605566,0.05017284,0.04450495,0,-2.57756341
93800,-1.97091889,0,-1.99504590,-0.02412701,5.10171318,5.26221848,0.05180194,0.04873595,0,6.79707737
93900,-1.13297582,0,-0.94524860,0.18772721,5.25566339,5.63659859,0.02997196,0.02603820,0,1.62678556
94000,-0.14442062,0,-31.22023392,-31.07581329,1.91205299,1.94816923,0.02525938,0.02441601,0,30.74943161
94100,-1.38519526,0,2.26423311,3.64942837,5.45519924,5.71870756,0.11518267,0.08168166,0,-1.69424534
94200,-0.23044324,0,-2.62932277,-2.39887953,5.93129349,5.90581512,0.13239037,0.12449927,0,4.40825272
94300,-0.19311762,0,3.01898861,3.21210623,5.12420464,5.06741571,0.04866490,0.04306116,0,-1.40431046
94400,-1.09880733,0,-2.01014543,-0.91133809,5.82911873,5.76562119,0.04042421,0.05454505,0,5.13042863
94500,-0.37726116,0,-7.26086807,-6.88360691,5.79580069,6.03453970,0.13037269,0.13925898,0,8.11394946
94600,-0.89087927,0,-2.28197241,-1.39109313,3.91479015,3.91516376,0.06836440,0.05073376,0,3.48922825
94700,-0.29041386,0,2.55057359,2.84098744,5.20519066,5.52206755,0.08972862,0.09415976,0,-2.18054099
94800,-0.63892126,0,-1.53065705,-0.89173579,5.86067486,6.22393942,0.17601112,0.17218852,0,1.83172643
94900,-0.91882563,0,2.21687317,3.13569880,4.82031441,4.70371437,0.05885980,0.06471644,0,-1.24916458
95000,-0.31436729,0,-31.99035072,-31.67598343,2.19129896,2.20740867,0.03278433,0.03024457,0,32.03744221
95100,-0.45931172,0,-1.44771636,-0.98840463,4.57112885,4.58928871,0.09521496,0.08343133,0,2.80227524
95200,-1.68227267,0,-0.27901459,1.40325809,4.72144651,4.50802755,0.06057845,0.07166597,0,1.38646195
95300,-0.88114715,0,0.78175855,1.66290569,6.16877222,5.88437414,0.03329669,0.02215568,0,-0.43797541
95400,-1.21730494,0,2.56547165,3.78277659,4.52835178,4.60561705,0.03911181,0.03902968,0,-1.22569291
95500,-1.26122522,0,4.23611832,5.49734354,4.37096596,4.20370150,0.04124542,0.04555581,0,-3.93876702
95600,-2.20171762,0,0.63341689,2.83513451,5.70616865,5.34332037,0.09925468,0.09831145,0,1.14840961
